id,ayah_no_quran,surah_no,surah_name_ar,surah_name_en,surah_name_roman,ayah_no_surah,text_ar,text_en_primary,text_en_yusufali,text_en_pickthall,text_en_arberry,juz_no,ruko_no,hizb_quarter,manzil_no,place_of_revelation,sajdah_ayah,no_of_words,topic,subtopic
4735,4735,51,الذاريات,The Winnowing Winds,Adh-Dhariyat,60,فَوَيْلٌۭ لِّلَّذِينَ كَفَرُوا۟ مِن يَوْمِهِمُ ٱلَّذِى يُوعَدُونَ,Woe then to the disbelievers when they face their Day which they are warned of!,"Woe, then, to the Unbelievers, on account of that Day of theirs which they have been promised!","And woe unto those who disbelieve, from (that) their day which they are promised.","So woe to the unbelievers, for that day of theirs that they are promised.",27,457,209,7,Meccan,FALSE,7,Scattering & Divine Warning,
4736,4736,52,الطور,The Mount,At-Tur,1,وَٱلطُّورِ,By Mount Ṭûr!,By the Mount (of Revelation);,"By the Mount,",By the Mount,27,458,209,7,Meccan,FALSE,1,Mount Tur & Divine Promise,
4737,4737,52,الطور,The Mount,At-Tur,2,وَكِتَٰبٍۢ مَّسْطُورٍۢ,And by the Book written,By a Decree inscribed,And a Scripture inscribed,and a Book inscribed,27,458,209,7,Meccan,FALSE,2,Mount Tur & Divine Promise,
4738,4738,52,الطور,The Mount,At-Tur,3,فِى رَقٍّۢ مَّنشُورٍۢ,on open pages ˹for all to read˺!,In a Scroll unfolded;,"On fine parchment unrolled,","in a parchment unrolled,",27,458,209,7,Meccan,FALSE,3,Mount Tur & Divine Promise,
4739,4739,52,الطور,The Mount,At-Tur,4,وَٱلْبَيْتِ ٱلْمَعْمُورِ,And by the ˹Sacred˺ House frequently visited!,By the much-frequented Fane;,"And the House frequented,",by the House inhabited,27,458,209,7,Meccan,FALSE,2,Mount Tur & Divine Promise,
4740,4740,52,الطور,The Mount,At-Tur,5,وَٱلسَّقْفِ ٱلْمَرْفُوعِ,And by the canopy raised ˹high˺!,By the Canopy Raised High;,"And the roof exalted,",and the roof uplifted,27,458,209,7,Meccan,FALSE,2,Mount Tur & Divine Promise,
4741,4741,52,الطور,The Mount,At-Tur,6,وَٱلْبَحْرِ ٱلْمَسْجُورِ,And by the seas set on fire!,And by the Ocean filled with Swell;-,"And the sea kept filled,","and the sea swarming,",27,458,209,7,Meccan,FALSE,2,Mount Tur & Divine Promise,
4742,4742,52,الطور,The Mount,At-Tur,7,إِنَّ عَذَابَ رَبِّكَ لَوَٰقِعٌۭ,"Indeed, the punishment of your Lord will come to pass—","Verily, the Doom of thy Lord will indeed come to pass;-",Lo! the doom of thy Lord will surely come to pass;,surely thy Lord’s chastisement is about to fall;,27,458,209,7,Meccan,FALSE,4,Mount Tur & Divine Promise,
4743,4743,52,الطور,The Mount,At-Tur,8,مَّا لَهُۥ مِن دَافِعٍۢ,none will avert it—,There is none can avert it;-,There is none that can ward it off.,there is none to avert it.,27,458,209,7,Meccan,FALSE,4,Mount Tur & Divine Promise,
4744,4744,52,الطور,The Mount,At-Tur,9,يَوْمَ تَمُورُ ٱلسَّمَآءُ مَوْرًۭا,"on the Day the heavens will be shaken violently,",On the Day when the firmament will be in dreadful commotion.,"On the day when the heaven will heave with (awful) heaving,",Upon the day when heaven spins dizzily,27,458,209,7,Meccan,FALSE,4,Mount Tur & Divine Promise,
4745,4745,52,الطور,The Mount,At-Tur,10,وَتَسِيرُ ٱلْجِبَالُ سَيْرًۭا,and the mountains will be blown away entirely.,And the mountains will fly hither and thither.,"And the mountains move away with (awful) movement,","and the mountains are in motion,",27,458,209,7,Meccan,FALSE,3,Mount Tur & Divine Promise,Creation & Natural Signs
4746,4746,52,الطور,The Mount,At-Tur,11,فَوَيْلٌۭ يَوْمَئِذٍۢ لِّلْمُكَذِّبِينَ,Then woe on that Day to the deniers—,Then woe that Day to those that treat (Truth) as Falsehood;-,Then woe that day unto the deniers,"woe that day unto those that cry lies,",27,458,209,7,Meccan,FALSE,3,Mount Tur & Divine Promise,
4747,4747,52,الطور,The Mount,At-Tur,12,ٱلَّذِينَ هُمْ فِى خَوْضٍۢ يَلْعَبُونَ,those who amuse themselves with falsehood!,That play (and paddle) in shallow trifles.,Who play in talk of grave matters;,"such as play at plunging,",27,458,209,7,Meccan,FALSE,5,Mount Tur & Divine Promise,
4748,4748,52,الطور,The Mount,At-Tur,13,يَوْمَ يُدَعُّونَ إِلَىٰ نَارِ جَهَنَّمَ دَعًّا,˹It is˺ the Day they will be fiercely shoved into the Fire of Hell.,"That Day shall they be thrust down to the Fire of Hell, irresistibly.","The day when they are thrust with a (disdainful) thrust, into the fire of hell",the day when they shall be pitched into the fire of Gehenna:,27,458,209,7,Meccan,FALSE,6,Mount Tur & Divine Promise,Hellfire
4749,4749,52,الطور,The Mount,At-Tur,14,هَٰذِهِ ٱلنَّارُ ٱلَّتِى كُنتُم بِهَا تُكَذِّبُونَ,"˹They will be told,˺ “This is the Fire which you used to deny.","""This:, it will be said, ""Is the Fire,- which ye were wont to deny!",(And it is said unto them): This is the Fire which ye were wont to deny.,’This is the fire that you cried lies to!,27,458,209,7,Meccan,FALSE,6,Mount Tur & Divine Promise,
4750,4750,52,الطور,The Mount,At-Tur,15,أَفَسِحْرٌ هَٰذَآ أَمْ أَنتُمْ لَا تُبْصِرُونَ,"Is this magic, or do you not see?","""Is this then a fake, or is it ye that do not see?","Is this magic, or do ye not see ?","What, is this magic, or is it you that do not see?",27,458,209,7,Meccan,FALSE,6,Mount Tur & Divine Promise,
4751,4751,52,الطور,The Mount,At-Tur,16,ٱصْلَوْهَا فَٱصْبِرُوٓا۟ أَوْ لَا تَصْبِرُوا۟ سَوَآءٌ عَلَيْكُمْ ۖ إِنَّمَا تُجْزَوْنَ مَا كُنتُمْ تَعْمَلُونَ,Burn in it! It is the same whether you endure ˹it˺ patiently or not. You are only rewarded for what you used to do.”,"""Burn ye therein: the same is it to you whether ye bear it with patience, or not: Ye but receive the recompense of your (own) deeds.""","Endure the heat thereof, and whether ye are patient of it or impatient of it is all one for you. Ye are only being paid for what ye used to do.","Roast in it! And bear you patiently, or bear not patiently, equal it is to you; you are only being recompensed for that you were working.’",27,458,209,7,Meccan,FALSE,13,Mount Tur & Divine Promise,
4752,4752,52,الطور,The Mount,At-Tur,17,إِنَّ ٱلْمُتَّقِينَ فِى جَنَّٰتٍۢ وَنَعِيمٍۢ,"Indeed, the righteous will be in Gardens and bliss,","As to the Righteous, they will be in Gardens, and in Happiness,-","Lo! those who kept their duty dwell in gardens and delight,","Surely the godfearing shall be in gardens and bliss,",27,458,209,7,Meccan,FALSE,5,Mount Tur & Divine Promise,
4753,4753,52,الطور,The Mount,At-Tur,18,فَٰكِهِينَ بِمَآ ءَاتَىٰهُمْ رَبُّهُمْ وَوَقَىٰهُمْ رَبُّهُمْ عَذَابَ ٱلْجَحِيمِ,enjoying whatever their Lord will have granted them. And their Lord will have protected them from the torment of the Hellfire.,"Enjoying the (Bliss) which their Lord hath bestowed on them, and their Lord shall deliver them from the Penalty of the Fire.","Happy because of what their Lord hath given them, and (because) their Lord hath warded off from them the torment of hell-fire.",rejoicing in that their Lord has given them; and their Lord shall guard them against the chastisement of Hell.,27,458,209,7,Meccan,FALSE,8,Mount Tur & Divine Promise,
4754,4754,52,الطور,The Mount,At-Tur,19,كُلُوا۟ وَٱشْرَبُوا۟ هَنِيٓـًٔۢا بِمَا كُنتُمْ تَعْمَلُونَ,"˹They will be told,˺ “Eat and drink happily for what you used to do.”","(To them will be said:) ""Eat and drink ye, with profit and health, because of your (good) deeds.""","(And it is said unto them): Eat and drink in health (as a reward) for what ye used to do,","’Eat and drink, with wholesome appetite, for that you were working.",27,458,209,7,Meccan,FALSE,6,Mount Tur & Divine Promise,
4755,4755,52,الطور,The Mount,At-Tur,20,مُتَّكِـِٔينَ عَلَىٰ سُرُرٍۢ مَّصْفُوفَةٍۢ ۖ وَزَوَّجْنَٰهُم بِحُورٍ عِينٍۢ,"They will be reclining on thrones, ˹neatly˺ lined up ˹facing each other˺. And We will pair them to maidens with gorgeous eyes.","They will recline (with ease) on Thrones (of dignity) arranged in ranks; and We shall join them to Companions, with beautiful big and lustrous eyes.","Reclining on ranged couches. And we wed them unto fair ones with wide, lovely eyes.",Reclining upon couches ranged in rows; and We shall espouse them to wide-eyed houris.,27,458,209,7,Meccan,FALSE,8,Mount Tur & Divine Promise,
4756,4756,52,الطور,The Mount,At-Tur,21,وَٱلَّذِينَ ءَامَنُوا۟ وَٱتَّبَعَتْهُمْ ذُرِّيَّتُهُم بِإِيمَٰنٍ أَلْحَقْنَا بِهِمْ ذُرِّيَّتَهُمْ وَمَآ أَلَتْنَٰهُم مِّنْ عَمَلِهِم مِّن شَىْءٍۢ ۚ كُلُّ ٱمْرِئٍۭ بِمَا كَسَبَ رَهِينٌۭ,"As for those who believe and whose descendants follow them in faith, We will elevate their descendants to their rank, never discounting anything ˹of the reward˺ of their deeds. Every person will reap only what they sowed.","And those who believe and whose families follow them in Faith,- to them shall We join their families: Nor shall We deprive them (of the fruit) of aught of their works: (Yet) is each individual in pledge for his deeds.","And they who believe and whose seed follow them in faith, We cause their seed to join them (there), and We deprive them of nought of their (life’s) work. Every man is a pledge for that which he hath earned.","And those who believed, and their seed followed them in belief, We shall join their seed with them, and We shall not defraud them of aught of their work; every man shall be pledged for what he earned.",27,458,209,7,Meccan,FALSE,20,Mount Tur & Divine Promise,
4757,4757,52,الطور,The Mount,At-Tur,22,وَأَمْدَدْنَٰهُم بِفَٰكِهَةٍۢ وَلَحْمٍۢ مِّمَّا يَشْتَهُونَ,And We will ˹continually˺ provide them with whatever fruit or meat they desire.,"And We shall bestow on them, of fruit and meat, anything they shall desire.",And We provide them with fruit and meat such as they desire.,And We shall succour them with fruits and flesh such as they desire,27,458,209,7,Meccan,FALSE,5,Mount Tur & Divine Promise,
4758,4758,52,الطور,The Mount,At-Tur,23,يَتَنَٰزَعُونَ فِيهَا كَأْسًۭا لَّا لَغْوٌۭ فِيهَا وَلَا تَأْثِيمٌۭ,"They will pass around to each other a drink ˹of pure wine,˺ which leads to no idle talk or sinfulness.","They shall there exchange, one with another, a (loving) cup free of frivolity, free of all taint of ill.",There they pass from hand to hand a cup wherein is neither vanity nor cause of sin.,"while they pass therein a cup one to another wherein is no idle talk, no cause of sin,",27,458,209,7,Meccan,FALSE,8,Mount Tur & Divine Promise,
4759,4759,52,الطور,The Mount,At-Tur,24,۞ وَيَطُوفُ عَلَيْهِمْ غِلْمَانٌۭ لَّهُمْ كَأَنَّهُمْ لُؤْلُؤٌۭ مَّكْنُونٌۭ,And they will be waited on by their youthful servants like spotless pearls.,"Round about them will serve, (devoted) to them. Youths (handsome) as Pearls well-guarded.","And there go round, waiting on them menservants of their own, as they were hidden pearls.","and there go round them youths, their own, as if they were hidden pearls.",27,458,210,7,Meccan,FALSE,8,Mount Tur & Divine Promise,
4760,4760,52,الطور,The Mount,At-Tur,25,وَأَقْبَلَ بَعْضُهُمْ عَلَىٰ بَعْضٍۢ يَتَسَآءَلُونَ,They will turn to one another inquisitively.,"They will advance to each other, engaging in mutual enquiry.","And some of them draw near unto others, questioning,","They advance one upon another, asking each other questions.",27,458,210,7,Meccan,FALSE,5,Mount Tur & Divine Promise,
4761,4761,52,الطور,The Mount,At-Tur,26,قَالُوٓا۟ إِنَّا كُنَّا قَبْلُ فِىٓ أَهْلِنَا مُشْفِقِينَ,"They will say, “Before ˹this reward˺ we used to be in awe ˹of Allah˺ in the midst of our people.","They will say: ""Aforetime, we were not without fear for the sake of our people.","Saying: Lo! of old, when we were with our families, we were ever anxious;","They say, ’We were before among our people, ever going in fear,",27,458,210,7,Meccan,FALSE,7,Mount Tur & Divine Promise,
4762,4762,52,الطور,The Mount,At-Tur,27,فَمَنَّ ٱللَّهُ عَلَيْنَا وَوَقَىٰنَا عَذَابَ ٱلسَّمُومِ,So Allah has graced us and protected us from the torment of ˹Hell’s˺ scorching heat.,"""But God has been good to us, and has delivered us from the Penalty of the Scorching Wind.",But Allah hath been gracious unto us and hath preserved us from the torment of the breath of Fire.,"and God was gracious to us, and guarded us against the chastisement of the burning wind;",27,458,210,7,Meccan,FALSE,6,Mount Tur & Divine Promise,
4763,4763,52,الطور,The Mount,At-Tur,28,إِنَّا كُنَّا مِن قَبْلُ نَدْعُوهُ ۖ إِنَّهُۥ هُوَ ٱلْبَرُّ ٱلرَّحِيمُ,"Indeed, we used to call upon Him ˹alone˺ before. He is truly the Most Kind, Most Merciful.”","""Truly, we did call unto Him from of old: truly it is He, the Beneficent, the Merciful!""","Lo! we used to pray unto Him of old. Lo! He is the Benign, the Merciful.","we were before ever calling upon Him; surely He is the All-benign, the All-compassionate.’",27,458,210,7,Meccan,FALSE,10,Mount Tur & Divine Promise,
4764,4764,52,الطور,The Mount,At-Tur,29,فَذَكِّرْ فَمَآ أَنتَ بِنِعْمَتِ رَبِّكَ بِكَاهِنٍۢ وَلَا مَجْنُونٍ,"So ˹continue to˺ remind ˹all, O  Prophet˺. For you, by the grace of your Lord, are not a fortune-teller or a madman.","Therefore proclaim thou the praises (of thy Lord): for by the Grace of thy Lord, thou art no (vulgar) soothsayer, nor art thou one possessed.","Therefor warn (men, O Muhammad). By the grace of Allah thou art neither soothsayer nor madman.",Therefore remind! by thy Lord’s blessing thou art not a soothsayer neither possessed.,27,459,210,7,Meccan,FALSE,8,Mount Tur & Divine Promise,
